bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
62.0,716,6495.255586592179,13.648579047105093,12.0,0.5100713473002562,712,6496.07970505618,13.294288254516527,12.0,0.4982245164702807,-0.8241184640010033,0.0
63.0,701,6451.083808844508,12.416593950400511,13.0,0.4689682811090079,711,6451.738045007032,12.631632179759242,13.0,0.47372321781316473,-0.6542361625242847,0.0
64.0,683,6410.5603953147875,11.515000174658343,13.0,0.44060923651315487,670,6411.368656716418,11.30342764469059,13.0,0.4366895077138861,-0.8082614016302614,0.0
65.0,691,6372.247829232996,11.198885279920837,13.0,0.4260256739184466,695,6373.232374100719,11.249637943756753,13.0,0.4267230899425161,-0.9845448677233435,0.0
66.0,683,6335.409590043924,10.285128965528544,14.0,0.39354952255355263,690,6336.347463768116,10.42460373031509,14.0,0.3968578815714276,-0.9378737241913768,0.0
67.0,717,6299.889121338912,10.094347881021166,14.0,0.3769803296702173,705,6300.703546099291,9.966958276910834,14.0,0.3753773652926028,-0.8144247603786425,0.0
68.0,702,6267.0580484330485,9.000570359669586,14.0,0.33970463708188126,710,6267.883450704226,9.06579873445344,14.0,0.3402333637696288,-0.825402271177154,0.0
69.0,723,6236.868603042877,8.617267282278618,14.0,0.32047961855911744,707,6237.973479490806,8.422445749814786,14.0,0.3167586733697804,-1.1048764479292004,0.0
70.0,697,6208.725968436155,7.823945980507473,15.0,0.296353086129353,706,6210.068696883853,7.958629127573329,15.0,0.2995269584746213,-1.342728447697482,0.0
71.0,697,6183.171449067432,7.035778008066724,15.0,0.26649909536777816,701,6184.312054208274,7.090227242171427,15.0,0.2677941870142368,-1.1406051408421263,0.0
72.0,722,6159.645083102493,6.7839902958566105,15.0,0.2524739758791548,706,6160.890226628895,6.575407391174662,15.0,0.24746872169059297,-1.2451435264019892,0.0
73.0,680,6138.050367647059,5.824281660446958,16.0,0.22335100593743223,704,6139.115056818182,6.03943953266733,16.0,0.22761994174882835,-1.0646891711230637,0.0
74.0,715,6117.9800699300695,5.912205304599124,16.0,0.22110394215387938,704,6118.83984375,5.762302675449222,16.0,0.21717495344234244,-0.859773819930524,0.0
75.0,710,6099.319014084507,5.1116405650607115,16.0,0.19183645200752875,706,6100.333569405099,5.035821244848784,16.0,0.1895256327079729,-1.0145553205920805,0.0
76.0,702,6082.449074074074,4.828383877400689,17.0,0.1822356058804945,707,6083.568599717115,4.841126474645342,17.0,0.18206929973490207,-1.1195256430410154,0.0
